Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.002943       |0.003099      |0.010726       |878              
2                  |0.002943       |0.003206      |0.010726       |878              
3                  |0.002943       |0.003321      |0.010726       |878              
4                  |0.002943       |0.003430      |0.010726       |878              
5                  |0.002943       |0.003538      |0.010726       |878              
6                  |0.002943       |0.003656      |0.010726       |878              
7                  |0.002943       |0.003762      |0.010726       |878              
8                  |0.002943       |0.003876      |0.010726       |878              
9                  |0.002943       |0.003962      |0.010726       |878              
10                 |0.002943       |0.004053      |0.010726       |878              
11                 |0.002943       |0.004177      |0.010726       |878              
12                 |0.002943       |0.004299      |0.010726       |878              
13                 |0.002943       |0.004432      |0.010726       |878              
14                 |0.002943       |0.004538      |0.010726       |878              
15                 |0.002943       |0.004668      |0.010726       |878              
16                 |0.002943       |0.004777      |0.010726       |878              
17                 |0.002943       |0.004875      |0.010726       |878              
18                 |0.002943       |0.004991      |0.010726       |878              
19                 |0.002943       |0.005099      |0.010726       |878              
20                 |0.002943       |0.005228      |0.010726       |878              
21                 |0.002943       |0.005312      |0.010726       |878              
22                 |0.002943       |0.005401      |0.010726       |878              
23                 |0.002943       |0.005511      |0.010726       |878              
24                 |0.002943       |0.005608      |0.010726       |878              
25                 |0.002943       |0.005683      |0.010726       |878              
26                 |0.002943       |0.005815      |0.010726       |878              
27                 |0.002943       |0.005920      |0.010726       |878              
28                 |0.002943       |0.006031      |0.010726       |878              
29                 |0.002943       |0.006129      |0.010726       |878              
30                 |0.002943       |0.006345      |0.013648       |825              
31                 |0.002943       |0.006445      |0.013648       |825              
32                 |0.002943       |0.006554      |0.013648       |825              
33                 |0.002943       |0.006648      |0.013648       |825              
34                 |0.002943       |0.006743      |0.013648       |825              
35                 |0.002943       |0.006848      |0.013648       |825              
36                 |0.002943       |0.006959      |0.013648       |825              
37                 |0.002943       |0.007075      |0.013648       |825              
38                 |0.002943       |0.007184      |0.013648       |825              
39                 |0.002943       |0.007279      |0.013648       |825              
40                 |0.002943       |0.007415      |0.013648       |825              
41                 |0.002943       |0.007525      |0.013648       |825              
42                 |0.002943       |0.007641      |0.013648       |825              
43                 |0.002943       |0.007847      |0.013648       |825              
44                 |0.002943       |0.007965      |0.013648       |825              
45                 |0.002943       |0.008182      |0.013648       |825              
