Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.076505       |0.076926      |0.097535       |24               
2                  |0.076505       |0.078116      |0.136005       |20               
3                  |0.076505       |0.078440      |0.136005       |20               
4                  |0.076505       |0.078724      |0.136005       |20               
5                  |0.076505       |0.078873      |0.136005       |20               
6                  |0.076505       |0.080027      |0.136005       |20               
7                  |0.076505       |0.080126      |0.136005       |20               
8                  |0.076505       |0.080863      |0.136005       |20               
9                  |0.076505       |0.080863      |0.136005       |20               
10                 |0.076505       |0.081188      |0.136005       |20               
11                 |0.076505       |0.082181      |0.136005       |20               
12                 |0.076505       |0.082997      |0.136005       |20               
13                 |0.076505       |0.083483      |0.136005       |20               
14                 |0.076505       |0.084609      |0.136005       |20               
15                 |0.076505       |0.085110      |0.136005       |20               
16                 |0.076505       |0.085360      |0.136005       |20               
17                 |0.076505       |0.085394      |0.136005       |20               
18                 |0.076505       |0.085602      |0.136005       |20               
19                 |0.076505       |0.086207      |0.136005       |20               
20                 |0.076505       |0.086291      |0.136005       |20               
21                 |0.076505       |0.087237      |0.136005       |20               
22                 |0.076505       |0.087237      |0.136005       |20               
23                 |0.076505       |0.087792      |0.136005       |20               
24                 |0.076505       |0.088105      |0.136005       |20               
25                 |0.076505       |0.088612      |0.136005       |20               
26                 |0.076505       |0.089982      |0.145007       |22               
27                 |0.076505       |0.090015      |0.145007       |22               
28                 |0.076505       |0.092135      |0.150488       |21               
29                 |0.076505       |0.093005      |0.150488       |21               
30                 |0.076505       |0.093767      |0.150488       |21               
31                 |0.076505       |0.094716      |0.150488       |21               
32                 |0.076505       |0.095267      |0.150488       |21               
33                 |0.076505       |0.096467      |0.150488       |21               
34                 |0.076505       |0.096622      |0.150488       |21               
35                 |0.076505       |0.097306      |0.150488       |21               
36                 |0.076505       |0.098659      |0.150488       |21               
37                 |0.076505       |0.099827      |0.150488       |21               
38                 |0.076505       |0.100569      |0.150488       |21               
39                 |0.076505       |0.101215      |0.150488       |21               
40                 |0.076505       |0.101464      |0.150488       |21               
41                 |0.076505       |0.102001      |0.150488       |21               
42                 |0.076505       |0.102264      |0.150488       |21               
43                 |0.076505       |0.102457      |0.150488       |21               
44                 |0.076505       |0.102989      |0.150488       |21               
45                 |0.076505       |0.103137      |0.150488       |21               
46                 |0.076505       |0.103886      |0.150488       |21               
47                 |0.076505       |0.103923      |0.150488       |21               
48                 |0.076505       |0.105158      |0.150488       |21               
49                 |0.076505       |0.105323      |0.150488       |21               
50                 |0.076505       |0.105919      |0.150488       |21               
51                 |0.076505       |0.106001      |0.150488       |21               
52                 |0.076505       |0.107100      |0.150488       |21               
53                 |0.076505       |0.108026      |0.150488       |21               
54                 |0.076505       |0.108866      |0.150488       |21               
55                 |0.076505       |0.109831      |0.150488       |21               
56                 |0.076505       |0.110715      |0.150488       |21               
57                 |0.076505       |0.111982      |0.150488       |21               
58                 |0.076505       |0.114293      |0.167586       |20               
59                 |0.076505       |0.118090      |0.221550       |17               
60                 |0.076505       |0.119138      |0.221550       |17               
61                 |0.076505       |0.119339      |0.221550       |17               
62                 |0.076505       |0.119389      |0.221550       |17               
63                 |0.076505       |0.119568      |0.221550       |17               
64                 |0.076505       |0.123724      |0.239609       |16               
65                 |0.076505       |0.125266      |0.239609       |16               
66                 |0.076505       |0.126865      |0.239609       |16               
67                 |0.076505       |0.127756      |0.239609       |16               
68                 |0.079832       |0.129654      |0.239609       |16               
69                 |0.079832       |0.133903      |0.239609       |16               
70                 |0.079832       |0.133988      |0.239609       |16               
71                 |0.079832       |0.134206      |0.239609       |16               
72                 |0.080258       |0.135563      |0.239609       |16               
73                 |0.081484       |0.137673      |0.239609       |16               
74                 |0.081484       |0.137985      |0.239609       |16               
75                 |0.081484       |0.138147      |0.239609       |16               
76                 |0.084729       |0.140065      |0.239609       |16               
77                 |0.084840       |0.142597      |0.239609       |16               
78                 |0.091945       |0.143448      |0.239609       |16               
79                 |0.101855       |0.145375      |0.239609       |16               
80                 |0.101855       |0.146897      |0.239609       |16               
81                 |0.101855       |0.147284      |0.239609       |16               
82                 |0.103134       |0.149911      |0.239609       |16               
83                 |0.103134       |0.150264      |0.239609       |16               
84                 |0.103134       |0.150264      |0.239609       |16               
85                 |0.103134       |0.150666      |0.239609       |16               
86                 |0.103134       |0.152003      |0.239609       |16               
87                 |0.105170       |0.153332      |0.239609       |16               
88                 |0.106285       |0.155030      |0.239609       |16               
89                 |0.106285       |0.155439      |0.239609       |16               
90                 |0.106285       |0.156276      |0.239609       |16               
91                 |0.106285       |0.160018      |0.242685       |16               
92                 |0.114624       |0.161842      |0.242685       |16               
93                 |0.114624       |0.162264      |0.242685       |16               
94                 |0.114624       |0.163959      |0.242685       |16               
95                 |0.114624       |0.164187      |0.242685       |16               
96                 |0.123910       |0.165303      |0.242685       |16               
97                 |0.123910       |0.167855      |0.242685       |16               
98                 |0.123910       |0.168989      |0.242685       |16               
99                 |0.123910       |0.171498      |0.242685       |16               
100                |0.123910       |0.171886      |0.242685       |16               
101                |0.123910       |0.173776      |0.242685       |16               
102                |0.131384       |0.179732      |0.294036       |14               
103                |0.131384       |0.182441      |0.294036       |14               
104                |0.131384       |0.184218      |0.294036       |14               
105                |0.136548       |0.188016      |0.294036       |14               
106                |0.136548       |0.189647      |0.294036       |14               
107                |0.138714       |0.189832      |0.294036       |14               
108                |0.138714       |0.190237      |0.294036       |14               
109                |0.145007       |0.193515      |0.294036       |14               
110                |0.145007       |0.194523      |0.294036       |14               
111                |0.147729       |0.196532      |0.294036       |14               
112                |0.147729       |0.198135      |0.294036       |14               
113                |0.147729       |0.198992      |0.294036       |14               
114                |0.147729       |0.199880      |0.294036       |14               
115                |0.147729       |0.200759      |0.294036       |14               
116                |0.147729       |0.200759      |0.294036       |14               
117                |0.147729       |0.201185      |0.294036       |14               
118                |0.147729       |0.202980      |0.294036       |14               
119                |0.147729       |0.204566      |0.294036       |14               
120                |0.147729       |0.205063      |0.294036       |14               
121                |0.147729       |0.205341      |0.294036       |14               
122                |0.147729       |0.205848      |0.294036       |14               
123                |0.151566       |0.208309      |0.294036       |14               
124                |0.151566       |0.210007      |0.294036       |14               
125                |0.155018       |0.211684      |0.294036       |14               
126                |0.163700       |0.215997      |0.302728       |14               
127                |0.163700       |0.218931      |0.302728       |14               
128                |0.163700       |0.219793      |0.302728       |14               
129                |0.163700       |0.219793      |0.302728       |14               
130                |0.163700       |0.220489      |0.302728       |14               
131                |0.163700       |0.222307      |0.302728       |14               
132                |0.166830       |0.228784      |0.351806       |12               
133                |0.166830       |0.232448      |0.351806       |12               
134                |0.166830       |0.234371      |0.351806       |12               
135                |0.166830       |0.234371      |0.351806       |12               
136                |0.166830       |0.237297      |0.351806       |12               
137                |0.193765       |0.241141      |0.351806       |12               
138                |0.193765       |0.241940      |0.351806       |12               
139                |0.193765       |0.242518      |0.351806       |12               
140                |0.202123       |0.248230      |0.351806       |12               
141                |0.202123       |0.257436      |0.402735       |11               
142                |0.202123       |0.258330      |0.402735       |11               
143                |0.202123       |0.259097      |0.402735       |11               
144                |0.202123       |0.260884      |0.402735       |11               
145                |0.202123       |0.261773      |0.402735       |11               
146                |0.202123       |0.261773      |0.402735       |11               
147                |0.205657       |0.268505      |0.402735       |11               
148                |0.205657       |0.269587      |0.402735       |11               
149                |0.205657       |0.269587      |0.402735       |11               
150                |0.205657       |0.275881      |0.402735       |11               
151                |0.205657       |0.276776      |0.402735       |11               
152                |0.205657       |0.280537      |0.402735       |11               
153                |0.205657       |0.281228      |0.402735       |11               
154                |0.205657       |0.282746      |0.402735       |11               
155                |0.220011       |0.285730      |0.402735       |11               
156                |0.220011       |0.285730      |0.402735       |11               
157                |0.220011       |0.287049      |0.402735       |11               
158                |0.220011       |0.288083      |0.402735       |11               
159                |0.220011       |0.288714      |0.402735       |11               
160                |0.220011       |0.289710      |0.402735       |11               
161                |0.220011       |0.294645      |0.402735       |11               
162                |0.220011       |0.297874      |0.402735       |11               
163                |0.222929       |0.299521      |0.402735       |11               
164                |0.222929       |0.300606      |0.402735       |11               
165                |0.222929       |0.305395      |0.402735       |11               
166                |0.222929       |0.307425      |0.402735       |11               
167                |0.222929       |0.308510      |0.402735       |11               
168                |0.222929       |0.309172      |0.402735       |11               
169                |0.222929       |0.310381      |0.402735       |11               
170                |0.222929       |0.310381      |0.402735       |11               
171                |0.222929       |0.312578      |0.402735       |11               
172                |0.232612       |0.315307      |0.402735       |11               
173                |0.232612       |0.318338      |0.402735       |11               
174                |0.232612       |0.320699      |0.402735       |11               
175                |0.263675       |0.323606      |0.402735       |11               
176                |0.263675       |0.323606      |0.402735       |11               
177                |0.263675       |0.330801      |0.415745       |10               
178                |0.263675       |0.330801      |0.415745       |10               
179                |0.263675       |0.336061      |0.415745       |10               
180                |0.265518       |0.339970      |0.415745       |10               
181                |0.265518       |0.340172      |0.415745       |10               
182                |0.265518       |0.341118      |0.415745       |10               
183                |0.265518       |0.347768      |0.415745       |10               
184                |0.286289       |0.348184      |0.415745       |10               
185                |0.286289       |0.353439      |0.415745       |10               
186                |0.286289       |0.354235      |0.415745       |10               
187                |0.303527       |0.367148      |0.515933       |9                
188                |0.303527       |0.369767      |0.515933       |9                
189                |0.303527       |0.377140      |0.515933       |9                
190                |0.324079       |0.379504      |0.515933       |9                
191                |0.324079       |0.379504      |0.515933       |9                
192                |0.324079       |0.380646      |0.515933       |9                
193                |0.324079       |0.380646      |0.515933       |9                
194                |0.324079       |0.380646      |0.515933       |9                
195                |0.325586       |0.382932      |0.515933       |9                
196                |0.325586       |0.382932      |0.515933       |9                
197                |0.325586       |0.384296      |0.515933       |9                
198                |0.325586       |0.386218      |0.515933       |9                
199                |0.325586       |0.388664      |0.515933       |9                
200                |0.325586       |0.390987      |0.515933       |9                
201                |0.325586       |0.394218      |0.515933       |9                
202                |0.325586       |0.404467      |0.515933       |9                
203                |0.338751       |0.408268      |0.522227       |9                
204                |0.338751       |0.408687      |0.522227       |9                
205                |0.338751       |0.413163      |0.522227       |9                
206                |0.338751       |0.416054      |0.522227       |9                
207                |0.338751       |0.419870      |0.522227       |9                
208                |0.338751       |0.419870      |0.522227       |9                
209                |0.351443       |0.423607      |0.522227       |9                
210                |0.351443       |0.427719      |0.522227       |9                
211                |0.351443       |0.428496      |0.522227       |9                
212                |0.351443       |0.435142      |0.522227       |9                
213                |0.351443       |0.438500      |0.522227       |9                
214                |0.351443       |0.438500      |0.522227       |9                
215                |0.354646       |0.445064      |0.522227       |9                
216                |0.354646       |0.445064      |0.522227       |9                
217                |0.354646       |0.445064      |0.522227       |9                
218                |0.354646       |0.448563      |0.522227       |9                
219                |0.354646       |0.455724      |0.524656       |8                
220                |0.354646       |0.473912      |0.657712       |7                
221                |0.354646       |0.473912      |0.657712       |7                
222                |0.362177       |0.480594      |0.657712       |7                
223                |0.362177       |0.494037      |0.657712       |7                
224                |0.362177       |0.498982      |0.657712       |7                
225                |0.362177       |0.501046      |0.657712       |7                
226                |0.362177       |0.508996      |0.657712       |7                
227                |0.362177       |0.516296      |0.657712       |7                
228                |0.362177       |0.516296      |0.657712       |7                
229                |0.439757       |0.518069      |0.657712       |7                
230                |0.441474       |0.521793      |0.657712       |7                
231                |0.444003       |0.524736      |0.657712       |7                
232                |0.444003       |0.524736      |0.657712       |7                
233                |0.444003       |0.535135      |0.657712       |7                
234                |0.444003       |0.550208      |0.675006       |7                
235                |0.444003       |0.570544      |0.789191       |6                
236                |0.444003       |0.580587      |0.789191       |6                
237                |0.450840       |0.588926      |0.789191       |6                
238                |0.450840       |0.595084      |0.789191       |6                
239                |0.450840       |0.595084      |0.789191       |6                
240                |0.450840       |0.595084      |0.789191       |6                
241                |0.450840       |0.606576      |0.789191       |6                
242                |0.502525       |0.626051      |0.789191       |6                
243                |0.502525       |0.635914      |0.789191       |6                
244                |0.502525       |0.640148      |0.789191       |6                
245                |0.502525       |0.645251      |0.789191       |6                
246                |0.522227       |0.649734      |0.789191       |6                
247                |0.522227       |0.649734      |0.789191       |6                
248                |0.522227       |0.656537      |0.789191       |6                
249                |0.522227       |0.656537      |0.789191       |6                
250                |0.522227       |0.656537      |0.789191       |6                
251                |0.522227       |0.661654      |0.789191       |6                
252                |0.584454       |0.669228      |0.789191       |6                
253                |0.584454       |0.669228      |0.789191       |6                
254                |0.584454       |0.677702      |0.789191       |6                
255                |0.584454       |0.709271      |0.947167       |5                
256                |0.584454       |0.709271      |0.947167       |5                
257                |0.584454       |0.709271      |0.947167       |5                
258                |0.584454       |0.721437      |0.947167       |5                
259                |0.584454       |0.721437      |0.947167       |5                
260                |0.584454       |0.721437      |0.947167       |5                
261                |0.584454       |0.721437      |0.947167       |5                
262                |0.584454       |0.721437      |0.947167       |5                
263                |0.584454       |0.721437      |0.947167       |5                
264                |0.584454       |0.721437      |0.947167       |5                
265                |0.584454       |0.721437      |0.947167       |5                
266                |0.584454       |0.732487      |0.947167       |5                
267                |0.584454       |0.732487      |0.947167       |5                
268                |0.609932       |0.734738      |0.947167       |5                
269                |0.609932       |0.734738      |0.947167       |5                
270                |0.666410       |0.757754      |0.947167       |5                
271                |0.666410       |0.757754      |0.947167       |5                
272                |0.666410       |0.757754      |0.947167       |5                
273                |0.666410       |0.782290      |0.947167       |5                
274                |0.666410       |0.782290      |0.947167       |5                
275                |0.666410       |0.804715      |0.947167       |5                
276                |0.666410       |0.804715      |0.947167       |5                
277                |0.666410       |0.804942      |0.947167       |5                
278                |0.666410       |0.804942      |0.947167       |5                
279                |0.671490       |0.820631      |0.947167       |5                
280                |0.675006       |0.830969      |0.947167       |5                
281                |0.691201       |0.839007      |0.947167       |5                
282                |0.691201       |0.839007      |0.947167       |5                
283                |0.691201       |0.839007      |0.947167       |5                
284                |0.691201       |0.839070      |0.947167       |5                
285                |0.697021       |0.864563      |0.947167       |5                
286                |0.697021       |0.864563      |0.947167       |5                
287                |0.700046       |0.880986      |0.947167       |5                
288                |0.700046       |0.894504      |0.947167       |5                
