Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.388634       |0.390172      |0.465536       |90               
2                  |0.388634       |0.391379      |0.465536       |90               
3                  |0.388634       |0.392532      |0.465536       |90               
4                  |0.388634       |0.393895      |0.465536       |90               
5                  |0.388634       |0.395369      |0.465536       |90               
6                  |0.388634       |0.397819      |0.511099       |87               
7                  |0.388634       |0.399798      |0.511099       |87               
8                  |0.388634       |0.400554      |0.511099       |87               
9                  |0.388634       |0.401544      |0.511099       |87               
10                 |0.388634       |0.402350      |0.511099       |87               
11                 |0.388634       |0.403107      |0.511099       |87               
12                 |0.388634       |0.405062      |0.511099       |87               
13                 |0.388634       |0.405803      |0.511099       |87               
14                 |0.388634       |0.407758      |0.511099       |87               
15                 |0.388634       |0.408857      |0.511099       |87               
16                 |0.388634       |0.411498      |0.520656       |85               
17                 |0.388634       |0.413517      |0.520656       |85               
18                 |0.388634       |0.414416      |0.520656       |85               
19                 |0.388634       |0.416086      |0.520656       |85               
20                 |0.388634       |0.417362      |0.520656       |85               
21                 |0.388634       |0.418529      |0.520656       |85               
22                 |0.388634       |0.420322      |0.520656       |85               
23                 |0.388634       |0.422847      |0.520656       |85               
24                 |0.388634       |0.425767      |0.534652       |84               
25                 |0.388634       |0.427188      |0.534652       |84               
26                 |0.388634       |0.428665      |0.534652       |84               
27                 |0.388634       |0.430930      |0.534652       |84               
28                 |0.388634       |0.433871      |0.535683       |84               
29                 |0.388634       |0.435798      |0.535683       |84               
30                 |0.388634       |0.436863      |0.535683       |84               
31                 |0.388634       |0.438153      |0.535683       |84               
32                 |0.388634       |0.439640      |0.535683       |84               
33                 |0.388634       |0.440930      |0.535683       |84               
34                 |0.388634       |0.443133      |0.535683       |84               
35                 |0.388634       |0.444633      |0.535683       |84               
36                 |0.388634       |0.449240      |0.577725       |80               
37                 |0.388634       |0.450561      |0.577725       |80               
38                 |0.388634       |0.450932      |0.577725       |80               
39                 |0.388634       |0.451475      |0.577725       |80               
40                 |0.388634       |0.452102      |0.577725       |80               
41                 |0.388634       |0.452545      |0.577725       |80               
42                 |0.388634       |0.457795      |0.647797       |74               
43                 |0.388634       |0.458293      |0.647797       |74               
44                 |0.388634       |0.460336      |0.647797       |74               
45                 |0.388634       |0.463203      |0.647797       |74               
46                 |0.388634       |0.464853      |0.647797       |74               
47                 |0.388634       |0.467051      |0.647797       |74               
48                 |0.388634       |0.467757      |0.647797       |74               
49                 |0.388634       |0.470976      |0.647797       |74               
50                 |0.388634       |0.474152      |0.647797       |74               
51                 |0.388634       |0.474913      |0.647797       |74               
52                 |0.388634       |0.477228      |0.647797       |74               
53                 |0.388634       |0.482259      |0.647797       |74               
54                 |0.388634       |0.484905      |0.647797       |74               
55                 |0.388634       |0.487026      |0.647797       |74               
56                 |0.388634       |0.490133      |0.647797       |74               
57                 |0.388634       |0.493163      |0.647797       |74               
58                 |0.388634       |0.495519      |0.647797       |74               
59                 |0.388634       |0.497991      |0.647797       |74               
60                 |0.426499       |0.501196      |0.647797       |74               
61                 |0.426499       |0.504255      |0.647797       |74               
62                 |0.438124       |0.507083      |0.647797       |74               
63                 |0.438124       |0.509388      |0.647797       |74               
64                 |0.438411       |0.511369      |0.647797       |74               
65                 |0.442981       |0.514038      |0.647797       |74               
66                 |0.443578       |0.518950      |0.663757       |74               
67                 |0.443578       |0.523515      |0.663757       |74               
68                 |0.446314       |0.526738      |0.663757       |74               
69                 |0.446314       |0.527325      |0.663757       |74               
70                 |0.446314       |0.532085      |0.663757       |74               
71                 |0.453151       |0.534877      |0.663757       |74               
72                 |0.459256       |0.536458      |0.663757       |74               
73                 |0.459667       |0.538527      |0.663757       |74               
74                 |0.459667       |0.539599      |0.663757       |74               
75                 |0.462325       |0.544771      |0.663757       |74               
76                 |0.462325       |0.549806      |0.663757       |74               
77                 |0.463000       |0.552769      |0.663757       |74               
78                 |0.463000       |0.556249      |0.663757       |74               
79                 |0.463611       |0.558644      |0.663757       |74               
80                 |0.463611       |0.559736      |0.663757       |74               
81                 |0.463611       |0.564647      |0.711131       |70               
82                 |0.463611       |0.566536      |0.711131       |70               
83                 |0.463611       |0.567166      |0.711131       |70               
84                 |0.464756       |0.571165      |0.711131       |70               
85                 |0.478298       |0.574779      |0.711131       |70               
86                 |0.487611       |0.575500      |0.711131       |70               
87                 |0.487611       |0.578968      |0.711131       |70               
88                 |0.499556       |0.581735      |0.711131       |70               
89                 |0.499556       |0.586686      |0.711131       |70               
90                 |0.514353       |0.588169      |0.711131       |70               
91                 |0.514353       |0.594110      |0.711131       |70               
92                 |0.519153       |0.597415      |0.711131       |70               
93                 |0.519153       |0.598041      |0.711131       |70               
94                 |0.519153       |0.601255      |0.711131       |70               
95                 |0.519153       |0.601980      |0.711131       |70               
96                 |0.531229       |0.609450      |0.761606       |67               
97                 |0.531229       |0.613875      |0.761606       |67               
98                 |0.531229       |0.619263      |0.761606       |67               
99                 |0.538547       |0.624227      |0.761606       |67               
100                |0.538547       |0.628904      |0.761606       |67               
101                |0.538547       |0.632239      |0.761606       |67               
102                |0.538547       |0.633315      |0.761606       |67               
103                |0.539526       |0.638338      |0.761606       |67               
104                |0.539526       |0.642962      |0.761606       |67               
105                |0.543780       |0.646410      |0.761606       |67               
106                |0.543780       |0.654168      |0.769000       |67               
