Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.345591       |0.346937      |0.412901       |455              
2                  |0.345591       |0.348549      |0.426190       |449              
3                  |0.345591       |0.350639      |0.450064       |432              
4                  |0.345591       |0.352035      |0.450064       |432              
5                  |0.345591       |0.353659      |0.450064       |432              
6                  |0.345591       |0.354925      |0.450064       |432              
7                  |0.345591       |0.356406      |0.450064       |432              
8                  |0.345591       |0.357842      |0.450064       |432              
9                  |0.345591       |0.359502      |0.450064       |432              
10                 |0.345591       |0.361109      |0.450064       |432              
11                 |0.345591       |0.362383      |0.450064       |432              
12                 |0.345591       |0.363849      |0.450064       |432              
13                 |0.345591       |0.365471      |0.450064       |432              
14                 |0.345591       |0.366808      |0.450064       |432              
15                 |0.345591       |0.368448      |0.450064       |432              
16                 |0.345591       |0.369861      |0.450064       |432              
17                 |0.345591       |0.371398      |0.450064       |432              
18                 |0.345591       |0.373521      |0.451741       |435              
19                 |0.345591       |0.375057      |0.451741       |435              
20                 |0.345591       |0.376235      |0.451741       |435              
21                 |0.345591       |0.377617      |0.451741       |435              
22                 |0.345591       |0.379534      |0.451741       |435              
23                 |0.345591       |0.381067      |0.451741       |435              
24                 |0.345591       |0.382363      |0.451741       |435              
25                 |0.345591       |0.384017      |0.451741       |435              
26                 |0.345591       |0.385454      |0.451741       |435              
27                 |0.345591       |0.388428      |0.489612       |413              
28                 |0.345591       |0.389523      |0.489612       |413              
29                 |0.345591       |0.391564      |0.489612       |413              
30                 |0.345591       |0.394625      |0.490848       |411              
31                 |0.345591       |0.396008      |0.490848       |411              
32                 |0.345591       |0.397439      |0.490848       |411              
33                 |0.345591       |0.398945      |0.490848       |411              
34                 |0.345591       |0.400436      |0.490848       |411              
35                 |0.345591       |0.401817      |0.490848       |411              
36                 |0.345591       |0.404483      |0.490848       |411              
37                 |0.345591       |0.405800      |0.490848       |411              
38                 |0.345591       |0.407180      |0.490848       |411              
39                 |0.345591       |0.409941      |0.490848       |411              
40                 |0.345591       |0.411669      |0.490848       |411              
41                 |0.345591       |0.413069      |0.490848       |411              
42                 |0.345591       |0.414542      |0.490848       |411              
43                 |0.345591       |0.416055      |0.490848       |411              
44                 |0.345591       |0.419475      |0.496081       |409              
45                 |0.345591       |0.422650      |0.496081       |409              
46                 |0.345591       |0.425481      |0.496081       |409              
47                 |0.345591       |0.427226      |0.496081       |409              
48                 |0.345591       |0.429903      |0.496081       |409              
49                 |0.345591       |0.432916      |0.499744       |409              
50                 |0.345591       |0.436239      |0.499744       |409              
51                 |0.345591       |0.439943      |0.539815       |391              
52                 |0.345591       |0.443306      |0.539815       |391              
53                 |0.345591       |0.444138      |0.539815       |391              
54                 |0.345591       |0.446487      |0.539815       |391              
55                 |0.345591       |0.449141      |0.539815       |391              
56                 |0.345591       |0.452335      |0.539815       |391              
57                 |0.345591       |0.455493      |0.539815       |391              
58                 |0.345591       |0.458877      |0.539815       |391              
59                 |0.345591       |0.462139      |0.539815       |391              
60                 |0.415584       |0.465128      |0.539815       |391              
61                 |0.415584       |0.467780      |0.539815       |391              
62                 |0.417370       |0.470077      |0.539815       |391              
63                 |0.417370       |0.472546      |0.539815       |391              
64                 |0.419273       |0.474653      |0.539815       |391              
65                 |0.419273       |0.476902      |0.539815       |391              
66                 |0.419648       |0.482666      |0.609301       |358              
67                 |0.419648       |0.488035      |0.609301       |358              
68                 |0.422251       |0.492372      |0.609301       |358              
69                 |0.422251       |0.494772      |0.609301       |358              
70                 |0.422368       |0.495391      |0.609301       |358              
71                 |0.422368       |0.498177      |0.609301       |358              
72                 |0.426776       |0.503536      |0.613495       |357              
73                 |0.426776       |0.505053      |0.613495       |357              
74                 |0.426776       |0.507000      |0.613495       |357              
75                 |0.427596       |0.508813      |0.613495       |357              
76                 |0.428270       |0.511584      |0.613495       |357              
77                 |0.428270       |0.515247      |0.613495       |357              
78                 |0.432815       |0.519245      |0.613495       |357              
79                 |0.432815       |0.523573      |0.613495       |357              
80                 |0.447653       |0.526453      |0.613495       |357              
81                 |0.447653       |0.531848      |0.613495       |357              
82                 |0.480808       |0.535640      |0.613495       |357              
83                 |0.480808       |0.538237      |0.613495       |357              
84                 |0.480808       |0.541274      |0.613495       |357              
85                 |0.484143       |0.544632      |0.613495       |357              
86                 |0.495332       |0.548493      |0.613495       |357              
87                 |0.495332       |0.550707      |0.613495       |357              
88                 |0.495332       |0.554494      |0.613495       |357              
89                 |0.495336       |0.558063      |0.613495       |357              
90                 |0.495336       |0.561127      |0.613495       |357              
91                 |0.495336       |0.564631      |0.613495       |357              
92                 |0.495633       |0.568161      |0.613495       |357              
93                 |0.495633       |0.571101      |0.613495       |357              
94                 |0.495633       |0.575333      |0.634938       |352              
95                 |0.495633       |0.577273      |0.634938       |352              
