Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.345591       |0.346894      |0.410727       |455              
2                  |0.345591       |0.348345      |0.418153       |454              
3                  |0.345591       |0.349704      |0.418153       |454              
4                  |0.345591       |0.351025      |0.418153       |454              
5                  |0.345591       |0.352489      |0.418792       |451              
6                  |0.345591       |0.353899      |0.418792       |451              
7                  |0.345591       |0.355331      |0.418792       |451              
8                  |0.345591       |0.356492      |0.418792       |451              
9                  |0.345591       |0.358226      |0.432290       |445              
10                 |0.345591       |0.359902      |0.432290       |445              
11                 |0.345591       |0.361403      |0.432290       |445              
12                 |0.345591       |0.362733      |0.432290       |445              
13                 |0.345591       |0.364041      |0.432290       |445              
14                 |0.345591       |0.365508      |0.432290       |445              
15                 |0.345591       |0.366834      |0.432290       |445              
16                 |0.345591       |0.368455      |0.432290       |445              
17                 |0.345591       |0.369776      |0.432290       |445              
18                 |0.345591       |0.370954      |0.432290       |445              
19                 |0.345591       |0.372795      |0.437661       |442              
20                 |0.345591       |0.373782      |0.437661       |442              
21                 |0.345591       |0.375390      |0.437661       |442              
22                 |0.345591       |0.376871      |0.437661       |442              
23                 |0.345591       |0.378304      |0.437661       |442              
24                 |0.345591       |0.379749      |0.437661       |442              
25                 |0.345591       |0.381737      |0.444983       |437              
26                 |0.345591       |0.382907      |0.444983       |437              
27                 |0.345591       |0.384062      |0.444983       |437              
28                 |0.345591       |0.385502      |0.444983       |437              
29                 |0.345591       |0.386824      |0.444983       |437              
30                 |0.345591       |0.388425      |0.444983       |437              
31                 |0.345591       |0.390002      |0.444983       |437              
32                 |0.345591       |0.391654      |0.444983       |437              
33                 |0.345591       |0.393023      |0.444983       |437              
34                 |0.345591       |0.394517      |0.444983       |437              
35                 |0.345591       |0.396126      |0.444983       |437              
36                 |0.345591       |0.397733      |0.444983       |437              
37                 |0.345591       |0.400917      |0.499459       |408              
38                 |0.345591       |0.402542      |0.499459       |408              
39                 |0.345591       |0.403837      |0.499459       |408              
40                 |0.345591       |0.405621      |0.499459       |408              
41                 |0.345591       |0.408536      |0.499459       |408              
42                 |0.345591       |0.411451      |0.499459       |408              
43                 |0.345591       |0.414728      |0.499459       |408              
44                 |0.345591       |0.418080      |0.501362       |406              
45                 |0.345591       |0.419729      |0.501362       |406              
46                 |0.345591       |0.422524      |0.501362       |406              
47                 |0.345591       |0.423225      |0.501362       |406              
48                 |0.345591       |0.423838      |0.501362       |406              
49                 |0.345591       |0.424591      |0.501362       |406              
50                 |0.345591       |0.427676      |0.501362       |406              
51                 |0.345591       |0.430350      |0.501362       |406              
52                 |0.345591       |0.432266      |0.501362       |406              
53                 |0.345591       |0.435376      |0.501362       |406              
54                 |0.345591       |0.438037      |0.501362       |406              
55                 |0.345591       |0.441099      |0.501362       |406              
56                 |0.345591       |0.443688      |0.501362       |406              
57                 |0.345591       |0.446387      |0.501362       |406              
58                 |0.345591       |0.449016      |0.501362       |406              
59                 |0.404124       |0.451786      |0.501362       |406              
60                 |0.404124       |0.454387      |0.505408       |405              
61                 |0.404506       |0.456750      |0.505408       |405              
62                 |0.404506       |0.460534      |0.558393       |384              
63                 |0.406914       |0.463026      |0.558393       |384              
64                 |0.410994       |0.467714      |0.579897       |371              
65                 |0.410994       |0.470500      |0.579897       |371              
66                 |0.411714       |0.472101      |0.579897       |371              
67                 |0.411714       |0.475508      |0.579897       |371              
68                 |0.413518       |0.479095      |0.579897       |371              
69                 |0.413518       |0.481515      |0.579897       |371              
70                 |0.417217       |0.484213      |0.579897       |371              
71                 |0.417217       |0.484850      |0.579897       |371              
72                 |0.417217       |0.487213      |0.579897       |371              
73                 |0.420662       |0.489471      |0.579897       |371              
74                 |0.420662       |0.491585      |0.579897       |371              
