Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.345591       |0.347630      |0.447511       |436              
2                  |0.345591       |0.349587      |0.447511       |436              
3                  |0.345591       |0.351697      |0.451116       |433              
4                  |0.345591       |0.353068      |0.451116       |433              
5                  |0.345591       |0.354513      |0.451116       |433              
6                  |0.345591       |0.355811      |0.451116       |433              
7                  |0.345591       |0.356856      |0.451116       |433              
8                  |0.345591       |0.358143      |0.451116       |433              
9                  |0.345591       |0.359896      |0.451116       |433              
10                 |0.345591       |0.361174      |0.451116       |433              
11                 |0.345591       |0.362746      |0.451116       |433              
12                 |0.345591       |0.364304      |0.451116       |433              
13                 |0.345591       |0.365578      |0.451116       |433              
14                 |0.345591       |0.367159      |0.451116       |433              
15                 |0.345591       |0.368627      |0.451116       |433              
16                 |0.345591       |0.370333      |0.451116       |433              
17                 |0.345591       |0.371874      |0.451116       |433              
18                 |0.345591       |0.373246      |0.451116       |433              
19                 |0.345591       |0.374563      |0.451116       |433              
20                 |0.345591       |0.376429      |0.451116       |433              
21                 |0.345591       |0.378042      |0.451116       |433              
22                 |0.345591       |0.380133      |0.451116       |433              
23                 |0.345591       |0.381530      |0.451116       |433              
24                 |0.345591       |0.383115      |0.451116       |433              
25                 |0.345591       |0.384402      |0.451116       |433              
26                 |0.345591       |0.385681      |0.451116       |433              
27                 |0.345591       |0.387375      |0.451116       |433              
28                 |0.345591       |0.388875      |0.451116       |433              
29                 |0.345591       |0.390590      |0.451116       |433              
30                 |0.345591       |0.393303      |0.479918       |417              
31                 |0.345591       |0.396134      |0.485638       |414              
32                 |0.345591       |0.397820      |0.485638       |414              
33                 |0.345591       |0.399344      |0.485638       |414              
34                 |0.345591       |0.400781      |0.485638       |414              
35                 |0.345591       |0.401327      |0.485638       |414              
36                 |0.345591       |0.404708      |0.501193       |406              
37                 |0.345591       |0.406334      |0.501193       |406              
38                 |0.345591       |0.408038      |0.501193       |406              
39                 |0.345591       |0.410858      |0.501193       |406              
40                 |0.345591       |0.412217      |0.501193       |406              
41                 |0.345591       |0.416268      |0.523245       |393              
42                 |0.345591       |0.417871      |0.523245       |393              
43                 |0.345591       |0.418459      |0.523245       |393              
44                 |0.345591       |0.420129      |0.523245       |393              
45                 |0.345591       |0.422277      |0.523245       |393              
46                 |0.345591       |0.424081      |0.523245       |393              
47                 |0.345591       |0.427123      |0.523245       |393              
48                 |0.345591       |0.430213      |0.523245       |393              
49                 |0.345591       |0.430898      |0.523245       |393              
50                 |0.345591       |0.434003      |0.523245       |393              
51                 |0.345591       |0.436761      |0.523245       |393              
52                 |0.345591       |0.439247      |0.523245       |393              
53                 |0.345591       |0.439962      |0.523245       |393              
54                 |0.345591       |0.440878      |0.523245       |393              
55                 |0.345591       |0.441745      |0.523245       |393              
56                 |0.345591       |0.445512      |0.527622       |395              
57                 |0.345591       |0.449422      |0.527622       |395              
58                 |0.345591       |0.450140      |0.527622       |395              
59                 |0.345591       |0.453028      |0.527622       |395              
60                 |0.345591       |0.456571      |0.527622       |395              
61                 |0.345591       |0.460194      |0.531580       |392              
62                 |0.404387       |0.462928      |0.531580       |392              
63                 |0.409293       |0.464950      |0.531580       |392              
64                 |0.409293       |0.468154      |0.531580       |392              
65                 |0.409478       |0.470460      |0.531580       |392              
66                 |0.409478       |0.473478      |0.531580       |392              
67                 |0.409922       |0.475381      |0.531580       |392              
68                 |0.409922       |0.480822      |0.606048       |363              
69                 |0.414050       |0.483584      |0.606048       |363              
70                 |0.417085       |0.486141      |0.606048       |363              
71                 |0.417449       |0.489048      |0.606048       |363              
72                 |0.423528       |0.491462      |0.606048       |363              
