Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.034256       |0.034315      |0.037213       |48               
2                  |0.034256       |0.034551      |0.046037       |45               
3                  |0.034256       |0.034813      |0.047374       |44               
4                  |0.034256       |0.035075      |0.047374       |44               
5                  |0.034256       |0.035458      |0.053400       |43               
6                  |0.034256       |0.035601      |0.053400       |43               
7                  |0.034256       |0.035893      |0.053400       |43               
8                  |0.034256       |0.036078      |0.053400       |43               
9                  |0.034256       |0.036322      |0.053400       |43               
10                 |0.034256       |0.036649      |0.053400       |43               
11                 |0.034256       |0.036666      |0.053400       |43               
12                 |0.034256       |0.036947      |0.053400       |43               
13                 |0.034256       |0.037028      |0.053400       |43               
14                 |0.034256       |0.037276      |0.053400       |43               
15                 |0.034256       |0.037505      |0.053400       |43               
16                 |0.034256       |0.037532      |0.053400       |43               
17                 |0.034256       |0.037650      |0.053400       |43               
18                 |0.034256       |0.037983      |0.053400       |43               
19                 |0.034256       |0.038119      |0.053400       |43               
20                 |0.034256       |0.038261      |0.053400       |43               
21                 |0.034256       |0.038564      |0.053400       |43               
22                 |0.034256       |0.038781      |0.053400       |43               
23                 |0.034256       |0.038936      |0.053400       |43               
24                 |0.034256       |0.038943      |0.053400       |43               
25                 |0.034256       |0.039122      |0.053400       |43               
26                 |0.034256       |0.039142      |0.053400       |43               
27                 |0.034256       |0.039280      |0.053400       |43               
28                 |0.034256       |0.039566      |0.053400       |43               
29                 |0.034256       |0.039724      |0.053400       |43               
30                 |0.034256       |0.039911      |0.053400       |43               
31                 |0.034256       |0.040095      |0.053400       |43               
32                 |0.034256       |0.040223      |0.053400       |43               
33                 |0.034256       |0.040239      |0.053400       |43               
34                 |0.034256       |0.040374      |0.053400       |43               
35                 |0.034256       |0.040614      |0.053400       |43               
36                 |0.034256       |0.040644      |0.053400       |43               
37                 |0.034256       |0.040681      |0.053400       |43               
38                 |0.034256       |0.040870      |0.053400       |43               
39                 |0.034256       |0.040937      |0.053400       |43               
40                 |0.034256       |0.041159      |0.053400       |43               
41                 |0.034256       |0.041342      |0.053400       |43               
42                 |0.034256       |0.041390      |0.053400       |43               
43                 |0.034256       |0.041531      |0.053400       |43               
44                 |0.034256       |0.041717      |0.053400       |43               
45                 |0.034256       |0.042011      |0.053400       |43               
46                 |0.034256       |0.042359      |0.054940       |40               
47                 |0.034256       |0.042551      |0.054940       |40               
48                 |0.034256       |0.042990      |0.059500       |39               
49                 |0.034256       |0.043325      |0.059500       |39               
50                 |0.034256       |0.043735      |0.059500       |39               
51                 |0.034256       |0.043825      |0.059500       |39               
52                 |0.034256       |0.043853      |0.059500       |39               
53                 |0.034256       |0.044501      |0.061069       |37               
54                 |0.034256       |0.044598      |0.061069       |37               
55                 |0.034256       |0.044673      |0.061069       |37               
56                 |0.034256       |0.044741      |0.061069       |37               
57                 |0.034256       |0.044761      |0.061069       |37               
58                 |0.034256       |0.045298      |0.061069       |37               
59                 |0.034256       |0.045647      |0.061069       |37               
60                 |0.034256       |0.045867      |0.061069       |37               
61                 |0.034256       |0.046096      |0.061069       |37               
62                 |0.034256       |0.046170      |0.061069       |37               
63                 |0.034256       |0.046523      |0.061069       |37               
64                 |0.034256       |0.046595      |0.061069       |37               
65                 |0.034256       |0.046711      |0.061069       |37               
66                 |0.034256       |0.046983      |0.061069       |37               
67                 |0.034256       |0.047533      |0.061069       |37               
68                 |0.034256       |0.047581      |0.061069       |37               
69                 |0.034256       |0.048219      |0.062743       |39               
70                 |0.037820       |0.048630      |0.062743       |39               
71                 |0.038307       |0.048661      |0.062743       |39               
72                 |0.038307       |0.049032      |0.062743       |39               
73                 |0.039044       |0.049477      |0.062743       |39               
74                 |0.040187       |0.049643      |0.062743       |39               
75                 |0.040187       |0.049834      |0.062743       |39               
76                 |0.040187       |0.049861      |0.062743       |39               
77                 |0.040973       |0.050061      |0.062743       |39               
78                 |0.041077       |0.050490      |0.062743       |39               
79                 |0.041091       |0.050749      |0.062743       |39               
80                 |0.041091       |0.050884      |0.062743       |39               
81                 |0.041182       |0.051432      |0.062743       |39               
82                 |0.041182       |0.051898      |0.062743       |39               
83                 |0.041356       |0.052181      |0.062743       |39               
84                 |0.041356       |0.052944      |0.064736       |36               
85                 |0.041356       |0.052996      |0.064736       |36               
86                 |0.041356       |0.053082      |0.064736       |36               
87                 |0.043286       |0.053472      |0.064736       |36               
88                 |0.043286       |0.053554      |0.064736       |36               
89                 |0.043475       |0.053764      |0.064736       |36               
90                 |0.043475       |0.054151      |0.064736       |36               
91                 |0.043697       |0.054657      |0.066977       |38               
92                 |0.043697       |0.054893      |0.066977       |38               
93                 |0.043697       |0.055061      |0.066977       |38               
94                 |0.043697       |0.055188      |0.066977       |38               
