Current Generation |Worst Fitness  |Mean Fitness  |Best Fitness   |Lowest Bin Count
1                  |0.002943       |0.003032      |0.007386       |914              
2                  |0.002943       |0.003144      |0.008543       |895              
3                  |0.002943       |0.003255      |0.008543       |895              
4                  |0.002943       |0.003364      |0.008543       |895              
5                  |0.002943       |0.003478      |0.008631       |895              
6                  |0.002943       |0.003596      |0.008856       |894              
7                  |0.002943       |0.003691      |0.008856       |894              
8                  |0.002943       |0.003802      |0.008856       |894              
9                  |0.002943       |0.003927      |0.009221       |896              
10                 |0.002943       |0.004037      |0.009221       |896              
11                 |0.002943       |0.004148      |0.009221       |896              
12                 |0.002943       |0.004264      |0.009221       |896              
13                 |0.002943       |0.004372      |0.009221       |896              
14                 |0.002943       |0.004478      |0.009221       |896              
15                 |0.002943       |0.004568      |0.009221       |896              
16                 |0.002943       |0.004695      |0.009272       |887              
17                 |0.002943       |0.004815      |0.009272       |887              
18                 |0.002943       |0.004900      |0.009272       |887              
19                 |0.002943       |0.005011      |0.009272       |887              
20                 |0.002943       |0.005101      |0.009272       |887              
21                 |0.002943       |0.005214      |0.009272       |887              
22                 |0.002943       |0.005328      |0.009272       |887              
23                 |0.002943       |0.005463      |0.009707       |891              
24                 |0.002943       |0.005579      |0.009707       |891              
25                 |0.002943       |0.005676      |0.009707       |891              
26                 |0.002943       |0.005787      |0.009707       |891              
27                 |0.002943       |0.005898      |0.009707       |891              
28                 |0.002943       |0.006127      |0.014195       |801              
29                 |0.002943       |0.006254      |0.014195       |801              
30                 |0.002943       |0.006376      |0.014195       |801              
31                 |0.002943       |0.006490      |0.014195       |801              
32                 |0.002943       |0.006613      |0.014195       |801              
33                 |0.002943       |0.006709      |0.014195       |801              
34                 |0.002943       |0.006803      |0.014195       |801              
35                 |0.002943       |0.006939      |0.014195       |801              
36                 |0.002943       |0.007039      |0.014195       |801              
37                 |0.002943       |0.007222      |0.014195       |801              
38                 |0.002943       |0.007532      |0.016842       |785              
39                 |0.002943       |0.007573      |0.016842       |785              
40                 |0.002943       |0.007722      |0.016842       |785              
41                 |0.002943       |0.007765      |0.016842       |785              
42                 |0.002943       |0.007812      |0.016842       |785              
43                 |0.002943       |0.007999      |0.016842       |785              
44                 |0.002943       |0.008240      |0.016842       |785              
45                 |0.002943       |0.008361      |0.016842       |785              
46                 |0.002943       |0.008414      |0.016842       |785              
47                 |0.002943       |0.008457      |0.016842       |785              
48                 |0.002943       |0.008681      |0.016842       |785              
49                 |0.002943       |0.008871      |0.016842       |785              
50                 |0.002943       |0.008928      |0.016842       |785              
51                 |0.002943       |0.009127      |0.016842       |785              
52                 |0.002943       |0.009184      |0.016842       |785              
53                 |0.002943       |0.009242      |0.016842       |785              
54                 |0.002943       |0.009427      |0.016842       |785              
55                 |0.002943       |0.009652      |0.016842       |785              
56                 |0.002943       |0.009875      |0.016842       |785              
57                 |0.002943       |0.009942      |0.016842       |785              
58                 |0.002943       |0.010182      |0.016842       |785              
59                 |0.002943       |0.010402      |0.016842       |785              
60                 |0.002943       |0.010635      |0.016842       |785              
61                 |0.002943       |0.010854      |0.016842       |785              
62                 |0.002943       |0.011101      |0.016842       |785              
63                 |0.002943       |0.011159      |0.016842       |785              
64                 |0.007220       |0.011412      |0.016842       |785              
65                 |0.007609       |0.011543      |0.016842       |785              
66                 |0.007635       |0.011910      |0.020468       |733              
67                 |0.007635       |0.012139      |0.020468       |733              
68                 |0.007797       |0.012290      |0.020468       |733              
69                 |0.007797       |0.012451      |0.020468       |733              
70                 |0.007797       |0.012530      |0.020468       |733              
71                 |0.008255       |0.012730      |0.020468       |733              
72                 |0.008487       |0.012870      |0.020468       |733              
73                 |0.008652       |0.013072      |0.020468       |733              
74                 |0.008666       |0.013297      |0.020468       |733              
75                 |0.008666       |0.013472      |0.020468       |733              
76                 |0.008724       |0.013633      |0.020468       |733              
77                 |0.008735       |0.013966      |0.020468       |733              
78                 |0.008735       |0.014175      |0.020468       |733              
79                 |0.008749       |0.014331      |0.020468       |733              
80                 |0.008856       |0.014536      |0.020468       |733              
81                 |0.009043       |0.014632      |0.020468       |733              
82                 |0.009043       |0.014796      |0.020468       |733              
83                 |0.009272       |0.015123      |0.020468       |733              
84                 |0.009272       |0.015494      |0.021154       |730              
85                 |0.012484       |0.015718      |0.021154       |730              
86                 |0.012484       |0.016053      |0.022663       |723              
87                 |0.012721       |0.016332      |0.022663       |723              
88                 |0.012721       |0.016605      |0.022663       |723              
89                 |0.012721       |0.016878      |0.022663       |723              
90                 |0.013547       |0.017168      |0.022663       |723              
91                 |0.013547       |0.017437      |0.022663       |723              
92                 |0.013547       |0.017697      |0.022663       |723              
93                 |0.013651       |0.018013      |0.022663       |723              
94                 |0.013651       |0.018338      |0.022663       |723              
95                 |0.013923       |0.018457      |0.022663       |723              
96                 |0.013923       |0.018785      |0.023555       |715              
97                 |0.014195       |0.018984      |0.023555       |715              
98                 |0.014195       |0.019187      |0.023555       |715              
99                 |0.014195       |0.019674      |0.029297       |649              
100                |0.014495       |0.020011      |0.029297       |649              
101                |0.014495       |0.020232      |0.029297       |649              
102                |0.014495       |0.020503      |0.029297       |649              
103                |0.014538       |0.020744      |0.029297       |649              
104                |0.014538       |0.021084      |0.029297       |649              
105                |0.015271       |0.021215      |0.029297       |649              
106                |0.015271       |0.021608      |0.029297       |649              
107                |0.015446       |0.021857      |0.029297       |649              
108                |0.015446       |0.022330      |0.029297       |649              
109                |0.015838       |0.022822      |0.029297       |649              
110                |0.015838       |0.023128      |0.029297       |649              
111                |0.015838       |0.023498      |0.029297       |649              
112                |0.016284       |0.023976      |0.033748       |603              
113                |0.016284       |0.024387      |0.033748       |603              
114                |0.016284       |0.024809      |0.033748       |603              
115                |0.016949       |0.024871      |0.033748       |603              
116                |0.016949       |0.025251      |0.033748       |603              
117                |0.020468       |0.025615      |0.033748       |603              
118                |0.020468       |0.026083      |0.033748       |603              
119                |0.020468       |0.026771      |0.039288       |579              
120                |0.020468       |0.027023      |0.039288       |579              
121                |0.020565       |0.027184      |0.039288       |579              
122                |0.020565       |0.027538      |0.039288       |579              
